pc_time,num_people,presence,auto_label,posture,zone,distance,moving,speed_px_s,bbox
1782398788.592788,1,1,still,unknown,center,near,0,0.4,1 1 640 480
1782398788.658494,1,1,still,unknown,center,near,0,0.4,0 1 640 480
1782398788.728085,1,1,still,unknown,center,near,0,0.2,0 1 640 480
1782398788.801370,1,1,still,unknown,center,near,0,0.3,1 1 640 480
1782398788.872359,1,1,still,unknown,center,near,0,0.5,0 1 640 480
1782398788.956624,1,1,still,unknown,center,near,0,0.4,0 1 640 480
1782398789.026505,1,1,still,unknown,center,near,0,0.4,1 1 640 480
1782398789.096848,1,1,still,unknown,center,near,0,0.5,0 1 640 480
1782398789.165296,1,1,still,unknown,center,near,0,0.4,0 1 640 480
1782398789.226967,1,1,still,unknown,center,near,0,0.3,0 1 640 480
1782398789.290828,1,1,still,unknown,center,near,0,0.4,0 1 640 480
1782398789.361855,1,1,still,unknown,center,near,0,0.2,0 1 640 480
1782398789.426819,1,1,still,unknown,center,near,0,0.3,0 1 640 480
1782398789.493413,1,1,still,unknown,center,near,0,0.4,0 1 640 480
1782398789.561484,1,1,still,unknown,center,near,0,0.4,0 1 640 480
1782398789.629433,1,1,still,unknown,center,near,0,0.3,0 1 640 480
1782398789.692950,1,1,still,unknown,center,near,0,0.2,0 1 640 480
1782398789.756434,1,1,still,unknown,center,near,0,0.2,0 1 640 480
1782398789.820335,1,1,still,unknown,center,near,0,0.2,1 1 640 480
1782398789.883595,1,1,still,unknown,center,near,0,0.4,1 1 640 480
1782398789.948365,1,1,still,unknown,center,near,0,0.4,1 1 640 480
1782398790.015847,1,1,still,unknown,center,near,0,0.5,1 1 640 480
1782398790.081190,1,1,still,unknown,center,near,0,0.4,1 1 640 480
1782398790.146775,1,1,still,unknown,center,near,0,0.4,1 1 640 480
1782398790.210264,1,1,still,unknown,center,near,0,0.3,0 1 640 480
1782398790.273486,1,1,still,unknown,center,near,0,0.3,0 1 640 480
1782398790.325549,1,1,still,unknown,center,near,0,0.4,0 1 640 480
1782398790.396616,1,1,still,unknown,center,near,0,0.4,0 1 640 480
1782398790.462476,1,1,still,unknown,center,near,0,0.4,0 1 640 480
1782398790.530077,1,1,still,unknown,center,near,0,0.3,1 1 640 480
1782398790.592763,1,1,still,unknown,center,near,0,0.3,1 1 640 480
1782398790.659156,1,1,still,unknown,center,near,0,0.3,1 1 640 480
1782398790.727654,1,1,still,unknown,center,near,0,0.3,0 1 640 480
1782398790.793533,1,1,still,unknown,center,near,0,0.2,0 1 640 480
1782398790.862410,1,1,still,unknown,center,near,0,0.2,0 1 640 480
1782398790.930007,1,1,still,unknown,center,near,0,0.2,0 1 640 480
1782398790.996271,1,1,still,unknown,center,near,0,0.2,1 1 640 480
1782398791.061305,1,1,still,unknown,center,near,0,0.3,0 1 640 480
1782398791.124962,1,1,still,unknown,center,near,0,0.3,0 1 640 480
1782398791.188548,1,1,still,unknown,center,near,0,0.2,0 1 640 480
1782398791.245486,1,1,still,unknown,center,near,0,0.2,0 1 640 480
1782398791.315410,1,1,still,unknown,center,near,0,0.1,0 1 640 480
1782398791.379022,1,1,still,unknown,center,near,0,0.1,0 1 640 480
1782398791.442687,1,1,still,unknown,center,near,0,0.2,1 1 640 480
1782398791.506752,1,1,still,unknown,center,near,0,0.2,0 1 640 480
1782398791.577967,1,1,still,unknown,center,near,0,0.3,0 1 640 480
1782398791.637562,1,1,still,unknown,center,near,0,0.3,1 1 640 480
1782398791.713710,1,1,still,unknown,center,near,0,0.3,1 1 640 480
1782398791.779996,1,1,still,unknown,center,near,0,0.5,1 1 640 480
1782398791.846003,1,1,still,unknown,center,near,0,0.6,1 1 640 480
1782398791.918087,1,1,still,unknown,center,near,0,0.4,1 1 640 480
1782398791.997195,1,1,still,unknown,center,near,0,0.3,1 1 640 480
1782398792.095894,1,1,still,unknown,center,near,0,0.3,0 1 640 480
1782398792.162811,1,1,still,unknown,center,near,0,0.4,0 1 640 480
1782398792.238889,1,1,still,unknown,center,near,0,0.3,0 1 640 480
1782398792.314577,1,1,still,unknown,center,near,0,0.3,1 1 640 480
1782398792.385583,1,1,still,unknown,center,near,0,0.5,0 1 640 480
1782398792.456581,1,1,still,unknown,center,near,0,0.5,0 1 640 480
1782398792.526109,1,1,still,unknown,center,near,0,0.4,0 1 640 480
