pc_time,num_people,presence,auto_label,posture,zone,distance,moving,speed_px_s,bbox
1782398966.531224,1,1,still,unknown,center,near,0,21.9,0 46 466 480
1782398966.592636,1,1,still,unknown,center,near,0,17.9,0 47 464 480
1782398966.650793,1,1,still,unknown,center,near,0,13.6,0 46 466 480
1782398966.715190,1,1,still,unknown,center,near,0,10.6,0 43 475 480
1782398966.780474,1,1,still,unknown,center,near,0,10.5,1 41 469 480
1782398966.841709,1,1,still,unknown,center,near,0,12.8,0 38 469 480
1782398966.905129,1,1,still,unknown,center,near,0,16.6,1 30 464 480
1782398966.965995,1,1,still,unknown,center,near,0,26.7,1 14 467 480
1782398967.031241,1,1,moving,unknown,center,near,1,81.6,0 5 577 480
1782398967.095221,1,1,moving,unknown,center,near,1,104.9,0 4 573 480
1782398967.161004,1,1,moving,unknown,center,near,1,106.0,0 5 563 480
1782398967.225785,1,1,moving,unknown,center,near,1,96.7,0 4 538 480
1782398967.292121,1,1,moving,unknown,center,near,1,88.2,0 4 533 480
1782398967.355481,1,1,moving,unknown,center,near,1,87.2,0 4 538 480
1782398967.420096,1,1,moving,unknown,center,near,1,89.4,0 5 550 480
1782398967.477013,1,1,moving,unknown,center,near,1,52.0,0 3 564 480
1782398967.546659,1,1,moving,unknown,center,near,1,43.6,0 2 541 480
1782398967.605082,1,1,moving,unknown,center,near,1,45.5,0 2 521 480
1782398967.667427,1,1,still,unknown,center,near,0,35.0,0 1 517 480
1782398967.726838,1,1,still,unknown,center,near,0,23.2,0 2 524 480
1782398967.789401,1,1,still,unknown,center,near,0,19.3,0 1 524 480
1782398967.848951,1,1,still,unknown,center,near,0,26.1,0 2 522 480
1782398967.908784,1,1,still,unknown,center,near,0,34.6,0 2 527 480
1782398967.971540,1,1,still,unknown,center,near,0,17.7,0 2 541 480
1782398968.037227,1,1,still,unknown,center,near,0,12.4,1 1 526 480
1782398968.103891,1,1,still,unknown,center,near,0,35.9,0 2 568 480
1782398968.167393,1,1,still,unknown,center,near,0,31.3,2 0 546 480
1782398968.235425,1,1,still,unknown,center,near,0,28.5,2 0 545 475
1782398968.297144,1,1,still,unknown,center,near,0,34.4,1 2 485 479
1782398968.361755,1,1,moving,unknown,center,near,1,50.9,27 0 439 476
1782398968.426031,1,1,moving,unknown,center,near,1,73.0,41 0 414 479
1782398968.491755,1,1,moving,unknown,center,near,1,53.2,89 0 409 473
1782398968.556491,1,1,moving,unknown,center,near,1,47.6,115 0 416 478
1782398968.618886,1,1,still,unknown,center,near,0,32.7,134 0 430 479
1782398968.683441,1,1,moving,unknown,center,near,1,49.7,156 0 451 479
1782398968.742154,1,1,moving,unknown,center,near,1,115.6,173 0 475 479
1782398968.802920,1,1,moving,unknown,center,near,1,183.8,193 0 496 479
1782398968.865569,1,1,moving,unknown,center,near,1,246.6,214 0 514 479
1782398968.926847,1,1,moving,unknown,center,near,1,266.6,226 0 521 479
1782398968.989975,1,1,moving,unknown,center,near,1,282.2,251 0 538 478
1782398969.051934,1,1,moving,unknown,center,near,1,292.0,276 0 549 479
1782398969.117001,1,1,moving,unknown,right,near,1,294.5,300 0 564 478
1782398969.184115,1,1,moving,unknown,right,near,1,293.5,325 0 582 478
1782398969.249254,1,1,moving,unknown,right,near,1,296.9,350 0 606 480
1782398969.319013,1,1,moving,unknown,right,near,1,297.4,368 0 629 479
1782398969.382653,1,1,moving,unknown,right,near,1,303.6,391 0 638 475
1782398969.448573,1,1,moving,unknown,right,near,1,290.9,404 0 640 473
1782398969.506692,1,1,moving,unknown,right,near,1,273.9,419 0 640 473
1782398969.567807,1,1,moving,unknown,right,near,1,249.5,427 0 640 472
1782398969.632843,1,1,moving,unknown,right,near,1,223.3,443 0 640 471
1782398969.697242,1,1,moving,unknown,right,near,1,190.1,456 0 640 465
1782398969.758963,1,1,moving,unknown,right,near,1,157.7,467 0 640 462
1782398969.823123,1,1,moving,unknown,right,near,1,126.2,472 1 640 462
1782398969.881877,1,1,moving,unknown,right,near,1,100.4,468 1 640 460
1782398969.949147,1,1,moving,unknown,right,near,1,69.9,451 0 640 461
1782398970.015208,1,1,moving,stand,right,near,1,43.6,440 0 640 463
1782398970.081744,1,1,still,unknown,right,near,0,29.3,434 0 640 461
1782398970.138072,1,1,still,unknown,right,near,0,31.3,427 0 640 466
1782398970.206991,1,1,moving,unknown,right,near,1,41.6,420 0 640 467
1782398970.265085,1,1,moving,stand,right,near,1,53.4,416 0 640 473
1782398970.323507,1,1,moving,stand,right,near,1,59.6,411 0 640 472
1782398970.387408,1,1,moving,stand,right,near,1,54.4,409 0 640 469
1782398970.453783,1,1,moving,unknown,right,near,1,45.1,409 0 640 467
1782398970.511999,1,1,still,unknown,right,near,0,37.7,409 0 640 469
1782398970.572757,1,1,still,unknown,right,near,0,30.3,407 0 640 470
1782398970.635839,1,1,still,unknown,right,near,0,27.5,403 0 636 465
1782398970.697545,1,1,still,unknown,right,near,0,29.8,402 0 626 469
1782398970.757010,1,1,still,unknown,right,near,0,30.0,403 0 623 464
1782398970.818663,1,1,still,unknown,right,near,0,28.2,406 0 621 469
1782398970.879124,1,1,still,unknown,right,near,0,26.4,408 0 620 470
1782398970.938967,1,1,still,unknown,right,near,0,25.0,409 0 620 472
1782398971.005938,1,1,still,unknown,right,near,0,21.6,412 0 620 470
1782398971.071502,1,1,still,unknown,right,near,0,17.8,414 0 621 476
1782398971.128845,1,1,still,unknown,right,near,0,16.4,417 0 622 476
1782398971.192866,1,1,still,unknown,right,near,0,21.1,423 0 623 475
1782398971.250015,1,1,still,unknown,right,near,0,24.8,426 0 625 470
1782398971.315269,1,1,still,unknown,right,near,0,26.5,426 0 626 473
1782398971.373491,1,1,still,unknown,right,near,0,29.9,429 0 629 475
1782398971.433617,1,1,still,unknown,right,near,0,32.5,430 0 631 477
1782398971.501997,1,1,still,unknown,right,near,0,31.9,430 0 631 480
1782398971.568144,1,1,still,unknown,right,near,0,25.9,427 0 629 480
1782398971.628829,1,1,still,unknown,right,near,0,17.3,426 0 626 479
1782398971.690852,1,1,still,unknown,right,near,0,13.9,427 0 622 479
1782398971.755168,1,1,still,unknown,right,near,0,13.1,425 0 618 478
1782398971.819263,1,1,still,unknown,right,near,0,18.8,425 0 611 479
1782398971.885076,1,1,still,unknown,right,near,0,27.1,423 0 606 478
1782398971.970362,1,1,still,unknown,right,near,0,33.2,423 0 602 479
1782398972.035368,1,1,still,unknown,right,near,0,39.5,418 0 595 477
1782398972.096111,1,1,moving,unknown,right,near,1,43.8,415 0 592 478
1782398972.161482,1,1,moving,unknown,right,near,1,45.3,415 0 590 478
1782398972.222438,1,1,moving,unknown,right,near,1,43.2,415 1 590 478
1782398972.280223,1,1,still,unknown,right,near,0,38.7,414 1 590 478
1782398972.345945,1,1,still,unknown,right,near,0,29.9,416 0 593 477
1782398972.409579,1,1,still,unknown,right,near,0,19.8,420 0 597 476
1782398972.468797,1,1,still,unknown,right,near,0,18.3,424 1 604 477
1782398972.532947,1,1,still,unknown,right,near,0,26.2,427 1 610 478
1782398972.595179,1,1,still,unknown,right,near,0,36.0,427 1 618 477
1782398972.653553,1,1,moving,unknown,right,near,1,43.9,426 1 623 474
1782398972.720706,1,1,moving,unknown,right,near,1,47.4,423 0 625 469
1782398972.782799,1,1,moving,unknown,right,near,1,47.5,423 0 627 468
1782398972.846220,1,1,moving,unknown,right,near,1,45.4,427 0 626 465
1782398972.906845,1,1,still,unknown,right,near,0,36.6,425 1 623 465
1782398972.967132,1,1,still,unknown,right,near,0,26.3,425 0 619 466
1782398973.035023,1,1,still,unknown,right,near,0,20.6,426 1 612 466
1782398973.095705,1,1,still,unknown,right,near,0,20.0,426 1 608 465
1782398973.158710,1,1,still,unknown,right,near,0,20.2,426 1 605 465
1782398973.227508,1,1,still,unknown,right,near,0,22.4,426 2 602 465
1782398973.291856,1,1,still,unknown,right,near,0,25.9,426 1 601 464
1782398973.349596,1,1,still,stand,right,near,0,26.1,426 1 599 464
1782398973.415213,1,1,still,stand,right,near,0,24.1,426 1 599 464
1782398973.481748,1,1,still,stand,right,near,0,19.6,426 1 599 464
1782398973.545484,1,1,still,stand,right,near,0,15.1,426 1 599 464
1782398973.606177,1,1,still,stand,right,near,0,10.4,426 1 600 464
1782398973.669561,1,1,still,unknown,right,near,0,6.0,426 1 601 464
1782398973.730206,1,1,still,unknown,right,near,0,4.0,426 1 602 464
1782398973.793158,1,1,still,unknown,right,near,0,4.2,426 1 603 464
1782398973.850723,1,1,still,unknown,right,near,0,5.4,426 1 604 464
1782398973.913700,1,1,still,unknown,right,near,0,6.3,426 1 605 465
1782398973.977534,1,1,still,unknown,right,near,0,6.8,426 1 605 465
1782398974.040928,1,1,still,unknown,right,near,0,6.1,426 1 605 464
1782398974.103642,1,1,still,unknown,right,near,0,4.8,426 1 605 464
1782398974.164152,1,1,still,unknown,right,near,0,4.3,426 1 605 464
1782398974.225438,1,1,still,unknown,right,near,0,3.3,426 1 605 464
1782398974.285312,1,1,still,unknown,right,near,0,2.3,426 1 605 465
1782398974.350037,1,1,still,unknown,right,near,0,1.6,426 1 605 464
1782398974.411961,1,1,still,unknown,right,near,0,1.3,426 1 605 464
1782398974.476240,1,1,still,unknown,right,near,0,1.0,426 1 605 464
1782398974.543720,1,1,still,unknown,right,near,0,0.9,426 1 605 465
1782398974.609870,1,1,still,unknown,right,near,0,1.2,426 1 605 465
1782398974.664325,1,1,still,unknown,right,near,0,0.9,426 1 605 465
1782398974.726624,1,1,still,unknown,right,near,0,0.9,426 1 605 465
1782398974.787219,1,1,still,unknown,right,near,0,1.1,426 1 605 465
1782398974.854979,1,1,still,unknown,right,near,0,0.9,426 1 605 465
1782398974.915781,1,1,still,unknown,right,near,0,1.2,427 1 605 465
1782398974.976991,1,1,still,unknown,right,near,0,1.1,426 1 605 465
1782398975.041649,1,1,still,unknown,right,near,0,0.8,426 1 605 465
1782398975.098589,1,1,still,unknown,right,near,0,0.8,426 1 605 465
1782398975.159073,1,1,still,unknown,right,near,0,0.6,426 1 605 465
1782398975.222730,1,1,still,unknown,right,near,0,0.4,426 1 605 465
1782398975.285391,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398975.345884,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398975.403804,1,1,still,unknown,right,near,0,0.5,426 1 606 465
1782398975.467014,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398975.527251,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398975.589748,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398975.649687,1,1,still,unknown,right,near,0,0.5,426 1 606 465
1782398975.732937,1,1,still,unknown,right,near,0,0.5,426 1 606 465
1782398975.796232,1,1,still,unknown,right,near,0,0.3,426 1 606 465
1782398975.856022,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398975.915145,1,1,still,unknown,right,near,0,0.8,426 1 606 466
1782398975.975842,1,1,still,unknown,right,near,0,0.6,426 1 606 465
1782398976.038567,1,1,still,unknown,right,near,0,0.7,426 1 606 465
1782398976.104994,1,1,still,unknown,right,near,0,0.7,426 1 606 465
1782398976.167337,1,1,still,unknown,right,near,0,0.6,426 1 606 465
1782398976.229067,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398976.293752,1,1,still,unknown,right,near,0,0.6,425 1 606 465
1782398976.357854,1,1,still,unknown,right,near,0,0.7,426 1 606 465
1782398976.420936,1,1,still,unknown,right,near,0,0.6,425 1 606 465
1782398976.484952,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398976.548694,1,1,still,unknown,right,near,0,0.5,425 1 606 465
1782398976.605184,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398976.667991,1,1,still,unknown,right,near,0,0.2,426 1 606 465
1782398976.728954,1,1,still,unknown,right,near,0,0.6,426 1 606 466
1782398976.789678,1,1,still,unknown,right,near,0,0.6,426 1 606 465
1782398976.853712,1,1,still,unknown,right,near,0,1.0,426 1 606 465
1782398976.914977,1,1,still,unknown,right,near,0,0.9,426 1 606 465
1782398976.975390,1,1,still,unknown,right,near,0,1.0,426 1 606 465
1782398977.039050,1,1,still,unknown,right,near,0,1.1,426 1 606 465
1782398977.101808,1,1,still,unknown,right,near,0,0.8,426 1 606 465
1782398977.162771,1,1,still,unknown,right,near,0,0.6,425 1 606 465
1782398977.220685,1,1,still,unknown,right,near,0,0.4,426 1 607 466
1782398977.285146,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398977.348135,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398977.413928,1,1,still,unknown,right,near,0,0.3,426 1 606 465
1782398977.474791,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398977.539048,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398977.598487,1,1,still,unknown,right,near,0,0.6,426 1 606 465
1782398977.665313,1,1,still,unknown,right,near,0,0.7,426 1 606 465
1782398977.729629,1,1,still,unknown,right,near,0,0.5,426 1 606 466
1782398977.793758,1,1,still,unknown,right,near,0,0.4,426 1 606 465
1782398977.858932,1,1,still,unknown,right,near,0,0.4,426 1 606 466
1782398977.923056,1,1,still,unknown,right,near,0,0.5,425 1 606 466
1782398977.979565,1,1,still,unknown,right,near,0,0.9,425 1 606 466
1782398978.036917,1,1,still,unknown,right,near,0,1.0,425 1 606 466
1782398978.102978,1,1,still,unknown,right,near,0,0.9,426 1 607 465
1782398978.157876,1,1,still,unknown,right,near,0,1.0,425 1 608 465
1782398978.223715,1,1,still,unknown,right,near,0,1.4,425 1 608 466
1782398978.294158,1,1,still,unknown,right,near,0,4.0,425 6 608 466
1782398978.358022,1,1,still,unknown,right,near,0,10.4,425 15 609 466
1782398978.410688,1,1,still,unknown,right,near,0,18.7,425 23 610 466
1782398978.473526,1,1,still,unknown,right,near,0,27.8,424 33 611 466
1782398978.536308,1,1,still,stand,right,near,0,36.0,424 37 612 466
1782398978.595317,1,1,moving,stand,right,near,1,41.0,424 40 613 466
1782398978.647605,1,1,moving,stand,right,near,1,45.2,424 43 613 466
1782398978.704013,1,1,moving,stand,right,near,1,46.3,424 44 614 466
1782398978.776933,1,1,moving,stand,right,near,1,41.5,424 45 615 466
1782398978.845175,1,1,still,stand,right,near,0,34.6,424 46 616 467
1782398978.909959,1,1,still,stand,right,near,0,25.9,424 46 616 467
1782398978.967336,1,1,still,stand,right,near,0,18.7,424 46 617 467
1782398979.034012,1,1,still,stand,right,near,0,14.1,424 46 618 466
1782398979.095387,1,1,still,stand,right,near,0,10.4,424 46 618 466
1782398979.160555,1,1,still,stand,right,near,0,7.4,424 46 618 466
1782398979.222341,1,1,still,stand,right,near,0,6.2,424 45 619 466
1782398979.287214,1,1,still,stand,right,near,0,6.2,424 44 619 466
1782398979.358937,1,1,still,stand,right,near,0,7.1,424 41 620 466
1782398979.424083,1,1,still,unknown,right,near,0,9.9,425 36 621 466
1782398979.478283,1,1,still,unknown,right,near,0,15.9,424 28 621 466
1782398979.546292,1,1,still,unknown,right,near,0,23.8,425 18 622 466
1782398979.610794,1,1,still,unknown,right,near,0,31.9,425 10 622 466
1782398979.670380,1,1,still,unknown,right,near,0,37.9,424 6 624 466
1782398979.727612,1,1,moving,unknown,right,near,1,42.9,424 2 625 466
1782398979.793224,1,1,moving,unknown,right,near,1,45.4,425 0 627 466
1782398979.858343,1,1,moving,unknown,right,near,1,44.2,426 1 631 466
1782398979.919661,1,1,still,unknown,right,near,0,39.5,426 0 635 467
1782398979.975119,1,1,still,unknown,right,near,0,33.8,425 1 640 467
1782398980.034369,1,1,still,unknown,right,near,0,27.3,423 1 640 467
1782398980.096985,1,1,still,unknown,right,near,0,23.7,425 0 640 468
1782398980.159591,1,1,still,unknown,right,near,0,24.4,428 0 640 477
1782398980.222969,1,1,still,unknown,right,near,0,22.7,425 0 640 479
1782398980.288646,1,1,still,unknown,right,near,0,19.9,426 0 640 478
1782398980.354958,1,1,still,unknown,right,near,0,17.2,427 0 640 478
1782398980.415267,1,1,still,unknown,right,near,0,15.7,430 0 640 479
1782398980.477635,1,1,still,unknown,right,near,0,15.9,431 0 640 479
1782398980.538634,1,1,still,unknown,right,near,0,14.5,431 0 637 479
1782398980.598801,1,1,still,unknown,right,near,0,19.6,421 0 625 479
1782398980.663570,1,1,still,stand,right,near,0,32.4,410 0 616 477
1782398980.730504,1,1,moving,unknown,right,near,1,50.5,397 0 608 479
1782398980.793575,1,1,moving,unknown,right,near,1,68.6,386 0 605 476
1782398980.859621,1,1,moving,unknown,right,near,1,84.8,381 0 600 472
1782398980.925292,1,1,moving,unknown,right,near,1,98.5,375 0 595 475
1782398980.987282,1,1,moving,unknown,right,near,1,107.7,368 0 595 477
1782398981.050220,1,1,moving,unknown,right,near,1,104.1,362 0 593 477
1782398981.114003,1,1,moving,unknown,right,near,1,93.4,358 0 593 479
1782398981.173156,1,1,moving,unknown,right,near,1,78.0,357 0 593 480
1782398981.236239,1,1,moving,unknown,right,near,1,62.0,355 0 595 479
1782398981.303926,1,1,moving,unknown,right,near,1,47.2,353 0 599 479
1782398981.370442,1,1,still,unknown,right,near,0,32.1,351 0 605 479
1782398981.437809,1,1,still,unknown,right,near,0,18.5,347 0 612 477
1782398981.497429,1,1,still,unknown,right,near,0,15.1,343 0 623 475
1782398981.560156,1,1,still,unknown,right,near,0,17.8,334 0 635 477
1782398981.621047,1,1,still,unknown,right,near,0,17.3,325 0 639 478
1782398981.675959,1,1,still,unknown,right,near,0,14.2,320 0 640 479
1782398981.736217,1,1,still,unknown,right,near,0,10.8,319 0 640 479
1782398981.800894,1,1,still,unknown,right,near,0,7.3,313 0 640 480
1782398981.864085,1,1,still,unknown,right,near,0,14.6,300 0 640 480
1782398981.929268,1,1,still,unknown,right,near,0,32.0,288 0 636 480
1782398981.995464,1,1,moving,unknown,right,near,1,60.6,267 0 625 480
1782398982.063164,1,1,moving,unknown,right,near,1,91.9,247 0 609 479
1782398982.115952,1,1,moving,unknown,center,near,1,125.5,226 0 594 477
1782398982.175895,1,1,moving,unknown,center,near,1,161.9,203 0 581 478
1782398982.239824,1,1,moving,unknown,center,near,1,185.8,193 0 576 478
1782398982.302074,1,1,moving,unknown,center,near,1,208.5,169 0 568 478
1782398982.362922,1,1,moving,unknown,center,near,1,226.5,152 0 559 478
1782398982.425081,1,1,moving,unknown,center,near,1,225.4,142 0 557 478
1782398982.485267,1,1,moving,unknown,center,near,1,214.5,130 0 554 477
1782398982.550761,1,1,moving,unknown,center,near,1,189.2,122 0 555 475
1782398982.607286,1,1,moving,unknown,center,near,1,155.2,121 0 558 477
1782398982.668911,1,1,moving,unknown,center,near,1,127.7,121 0 562 477
1782398982.732155,1,1,moving,unknown,center,near,1,88.0,121 0 575 477
1782398982.792221,1,1,moving,unknown,center,near,1,51.9,121 0 577 477
1782398982.850476,1,1,still,unknown,center,near,0,33.5,125 0 587 477
1782398982.916951,1,1,still,unknown,center,near,0,38.3,127 0 594 477
1782398982.977911,1,1,moving,unknown,center,near,1,60.1,137 0 610 478
1782398983.036893,1,1,moving,unknown,center,near,1,72.4,139 0 613 478
1782398983.099309,1,1,moving,unknown,center,near,1,84.4,145 0 620 478
1782398983.162738,1,1,moving,unknown,center,near,1,92.9,155 0 628 478
1782398983.226997,1,1,moving,unknown,center,near,1,101.2,162 0 632 477
1782398983.291926,1,1,moving,unknown,center,near,1,100.7,165 0 635 477
1782398983.352250,1,1,moving,unknown,center,near,1,96.2,167 0 634 477
1782398983.413740,1,1,moving,unknown,center,near,1,80.6,170 0 634 477
1782398983.476228,1,1,moving,unknown,center,near,1,72.3,173 0 635 477
1782398983.544232,1,1,moving,unknown,center,near,1,61.9,175 0 637 478
1782398983.603872,1,1,moving,unknown,center,near,1,47.1,176 0 636 477
1782398983.659742,1,1,still,unknown,center,near,0,30.8,176 0 630 476
1782398983.721684,1,1,still,unknown,center,near,0,20.5,174 0 617 475
1782398983.784445,1,1,still,unknown,center,near,0,21.8,173 0 609 475
1782398983.845842,1,1,still,unknown,center,near,0,35.1,169 0 593 478
1782398983.903802,1,1,moving,unknown,center,near,1,56.3,164 0 578 477
1782398983.965775,1,1,moving,unknown,center,near,1,69.7,168 0 574 475
1782398984.023621,1,1,moving,unknown,center,near,1,73.2,175 0 573 477
1782398984.085466,1,1,moving,unknown,center,near,1,66.1,180 0 576 477
1782398984.146280,1,1,moving,unknown,center,near,1,48.2,188 0 578 477
1782398984.211745,1,1,still,unknown,center,near,0,27.0,198 0 588 477
1782398984.276013,1,1,moving,unknown,center,near,1,44.9,215 0 601 477
1782398984.340848,1,1,moving,unknown,center,near,1,82.4,236 0 611 477
1782398984.405860,1,1,moving,unknown,right,near,1,123.8,258 0 628 478
1782398984.466883,1,1,moving,unknown,right,near,1,153.3,272 0 637 478
1782398984.528002,1,1,moving,unknown,right,near,1,168.5,278 0 640 479
1782398984.596020,1,1,moving,unknown,right,near,1,176.0,291 0 640 479
1782398984.660248,1,1,moving,unknown,right,near,1,172.6,298 0 640 478
1782398984.721751,1,1,moving,unknown,right,near,1,155.7,302 0 638 479
1782398984.782215,1,1,moving,unknown,right,near,1,128.2,303 0 633 479
1782398984.845886,1,1,moving,unknown,right,near,1,85.3,303 0 621 478
1782398984.908626,1,1,moving,unknown,right,near,1,43.2,304 0 606 478
1782398984.969929,1,1,still,unknown,right,near,0,35.8,302 0 591 478
1782398985.028957,1,1,moving,unknown,right,near,1,49.4,301 0 576 479
1782398985.093355,1,1,moving,unknown,right,near,1,67.8,299 0 564 480
1782398985.150754,1,1,moving,unknown,center,near,1,84.9,298 0 555 477
1782398985.212844,1,1,moving,unknown,center,near,1,93.0,298 0 550 478
1782398985.276939,1,1,moving,unknown,center,near,1,91.3,299 0 547 479
1782398985.337791,1,1,moving,unknown,center,near,1,81.2,302 0 547 477
1782398985.400029,1,1,moving,unknown,right,near,1,62.5,308 0 548 477
1782398985.459890,1,1,still,unknown,right,near,0,39.2,314 0 549 476
1782398985.516868,1,1,still,unknown,right,near,0,25.8,321 0 552 477
1782398985.576262,1,1,still,unknown,right,near,0,30.6,326 0 557 480
1782398985.636053,1,1,moving,unknown,right,near,1,44.7,335 0 563 479
1782398985.695424,1,1,moving,unknown,right,near,1,64.4,346 1 571 479
1782398985.760940,1,1,moving,unknown,right,near,1,78.1,352 1 575 480
1782398985.816839,1,1,moving,unknown,right,near,1,91.6,360 0 583 480
1782398985.878546,1,1,moving,unknown,right,near,1,105.7,372 0 591 480
1782398985.942819,1,1,moving,unknown,right,near,1,112.4,381 1 594 478
1782398986.003927,1,1,moving,unknown,right,near,1,113.4,384 1 596 477
1782398986.065223,1,1,moving,unknown,right,near,1,107.4,387 0 598 479
1782398986.125869,1,1,moving,unknown,right,near,1,94.3,389 0 598 480
1782398986.195288,1,1,moving,unknown,right,near,1,81.6,391 0 595 479
1782398986.261978,1,1,moving,unknown,right,near,1,63.6,392 0 592 480
1782398986.324193,1,1,still,unknown,right,near,0,39.3,389 0 587 480
1782398986.396014,1,1,still,unknown,right,near,0,21.3,389 0 583 480
1782398986.463827,1,1,still,unknown,right,near,0,19.7,386 0 578 480
1782398986.533876,1,1,still,unknown,right,near,0,24.7,384 0 574 480
1782398986.601617,1,1,still,unknown,right,near,0,31.7,382 0 568 479
1782398986.661874,1,1,still,unknown,right,near,0,38.0,382 0 565 469
1782398986.725261,1,1,still,unknown,right,near,0,39.9,383 0 563 472
1782398986.786042,1,1,still,unknown,right,near,0,38.3,383 0 563 466
1782398986.850864,1,1,still,unknown,right,near,0,33.2,382 0 565 480
1782398986.910064,1,1,still,unknown,right,near,0,24.7,383 0 566 480
1782398986.974957,1,1,still,unknown,right,near,0,14.2,386 0 569 479
1782398987.038549,1,1,still,unknown,right,near,0,13.9,390 0 572 480
1782398987.099794,1,1,still,unknown,right,near,0,23.4,396 0 577 480
1782398987.166874,1,1,still,unknown,right,near,0,32.3,400 0 582 480
1782398987.230822,1,1,moving,unknown,right,near,1,45.1,407 0 589 478
1782398987.294963,1,1,moving,unknown,right,near,1,58.4,413 0 597 478
1782398987.355212,1,1,moving,unknown,right,near,1,72.1,418 0 608 480
1782398987.419770,1,1,moving,unknown,right,near,1,79.4,412 0 619 480
1782398987.484946,1,1,moving,unknown,right,near,1,90.0,420 0 632 477
1782398987.546396,1,1,moving,unknown,right,near,1,86.7,408 0 640 474
1782398987.609590,1,1,moving,unknown,right,near,1,86.5,418 0 640 476
1782398987.676106,1,1,moving,unknown,right,near,1,82.7,426 0 640 474
