pc_time,num_people,presence,auto_label,posture,zone,distance,moving,speed_px_s,bbox
1782403322.579252,1,1,moving,unknown,right,far,1,57.0,471 182 538 283
1782403322.683652,1,1,moving,unknown,right,far,1,60.6,478 180 550 287
1782403322.780914,1,1,moving,unknown,right,far,1,65.5,483 180 559 286
1782403322.885584,1,1,moving,sit,right,far,1,68.9,487 179 567 289
1782403322.986547,1,1,moving,unknown,right,far,1,72.5,492 179 575 294
1782403323.088816,1,1,moving,unknown,right,far,1,67.7,494 180 574 294
1782403323.190960,1,1,moving,unknown,right,far,1,62.1,497 181 575 295
1782403323.311051,1,1,moving,unknown,right,mid,1,73.0,502 181 579 384
1782403323.409660,1,1,moving,unknown,right,mid,1,75.3,503 179 584 385
1782403323.511046,2,1,moving,unknown,right,mid,1,75.2,505 178 590 384
1782403323.617670,2,1,moving,unknown,right,mid,1,76.1,506 177 592 395
1782403323.721068,1,1,moving,unknown,right,mid,1,77.8,508 176 592 409
1782403323.818768,2,1,moving,unknown,right,mid,1,79.0,511 176 593 409
1782403323.919363,1,1,moving,stand,right,mid,1,84.7,513 177 597 425
1782403324.013590,1,1,moving,stand,right,mid,1,63.0,516 177 604 431
1782403324.114452,1,1,moving,stand,right,mid,1,52.5,517 176 609 431
1782403324.213860,2,1,moving,unknown,right,mid,1,47.4,518 174 614 434
1782403324.328923,2,1,moving,unknown,right,mid,1,42.2,518 172 619 437
1782403324.448624,1,1,still,stand,right,mid,0,36.9,518 170 623 437
1782403324.547679,1,1,still,stand,right,mid,0,34.6,517 171 626 440
1782403324.647158,1,1,still,stand,right,mid,0,31.3,521 171 626 448
1782403324.740645,1,1,still,unknown,right,mid,0,26.8,524 171 626 450
1782403324.844757,1,1,still,unknown,right,mid,0,25.1,526 169 630 455
1782403324.946569,1,1,still,unknown,right,mid,0,24.3,529 169 634 451
1782403325.047323,1,1,still,stand,right,mid,0,26.2,534 168 640 454
1782403325.150941,1,1,still,stand,right,mid,0,26.0,535 169 640 450
1782403325.251012,1,1,moving,sit,right,mid,1,56.8,551 170 637 326
1782403325.355521,1,1,moving,unknown,right,mid,1,77.1,567 170 635 322
1782403325.451483,0,0,empty,na,na,na,0,0.0,
1782403325.537815,1,1,still,unknown,right,mid,0,0.0,562 170 640 455
1782403325.636623,1,1,still,unknown,right,mid,0,2.5,563 169 640 455
1782403325.741415,1,1,moving,unknown,right,mid,1,102.0,605 171 640 384
1782403325.840846,1,1,moving,unknown,right,mid,1,90.9,609 169 640 442
1782403325.939533,1,1,moving,unknown,right,near,1,77.8,614 162 640 458
1782403326.049257,0,0,empty,na,na,na,0,0.0,
1782403326.153637,1,1,still,unknown,right,mid,0,0.0,612 179 640 456
1782403326.256436,0,0,empty,na,na,na,0,0.0,
1782403326.345283,0,0,empty,na,na,na,0,0.0,
1782403326.439724,0,0,empty,na,na,na,0,0.0,
1782403326.527226,0,0,empty,na,na,na,0,0.0,
1782403326.619934,0,0,empty,na,na,na,0,0.0,
1782403326.703547,0,0,empty,na,na,na,0,0.0,
1782403326.791518,0,0,empty,na,na,na,0,0.0,
1782403326.872905,0,0,empty,na,na,na,0,0.0,
1782403326.959439,0,0,empty,na,na,na,0,0.0,
1782403327.051673,0,0,empty,na,na,na,0,0.0,
1782403327.148230,0,0,empty,na,na,na,0,0.0,
1782403327.235615,0,0,empty,na,na,na,0,0.0,
1782403327.324224,0,0,empty,na,na,na,0,0.0,
1782403327.415419,0,0,empty,na,na,na,0,0.0,
1782403327.500917,1,1,still,unknown,right,mid,0,0.0,607 166 640 416
1782403327.599887,1,1,still,unknown,right,mid,0,14.0,603 173 640 413
1782403327.704712,1,1,still,unknown,right,mid,0,18.5,598 176 640 408
1782403327.817000,1,1,still,unknown,right,mid,0,19.0,595 176 640 408
1782403327.923190,1,1,still,unknown,right,mid,0,17.7,594 177 640 409
1782403328.031061,1,1,still,unknown,right,mid,0,17.5,591 180 640 393
1782403328.128679,1,1,still,unknown,right,mid,0,16.5,588 181 640 400
1782403328.231047,1,1,still,unknown,right,mid,0,16.9,583 180 640 395
1782403328.348526,2,1,still,unknown,right,mid,0,18.7,577 180 640 391
1782403328.460919,1,1,still,unknown,right,mid,0,21.6,567 180 640 384
1782403328.563344,1,1,moving,unknown,right,far,1,46.3,564 179 634 306
1782403328.671136,1,1,moving,unknown,right,mid,1,42.0,553 180 627 390
1782403328.765658,1,1,moving,unknown,right,mid,1,43.8,545 182 619 391
1782403328.865868,1,1,moving,unknown,right,mid,1,47.5,548 185 610 365
1782403328.964846,2,1,moving,unknown,right,mid,1,56.3,543 183 598 343
1782403329.074344,1,1,moving,stand,right,mid,1,60.7,532 181 591 383
1782403329.171363,1,1,moving,unknown,right,mid,1,68.6,517 181 581 381
1782403329.274413,1,1,moving,unknown,right,far,1,75.1,511 182 572 290
1782403329.372874,0,0,empty,na,na,na,0,0.0,
1782403329.464391,0,0,empty,na,na,na,0,0.0,
1782403329.550879,0,0,empty,na,na,na,0,0.0,
1782403329.635547,1,1,still,unknown,right,far,0,0.0,500 184 544 273
1782403329.738863,1,1,moving,unknown,right,far,1,120.1,498 184 538 322
1782403329.833431,1,1,moving,unknown,right,far,1,128.9,490 184 529 322
1782403329.931425,1,1,moving,unknown,right,far,1,98.0,483 184 521 279
1782403330.032856,1,1,moving,unknown,right,far,1,81.1,477 184 516 272
1782403330.139712,1,1,moving,unknown,right,far,1,72.3,470 184 510 272
1782403330.239641,1,1,moving,unknown,right,far,1,68.6,461 184 504 271
1782403330.343251,1,1,moving,unknown,right,far,1,68.2,448 185 500 274
1782403330.445670,1,1,moving,unknown,right,far,1,74.5,438 187 493 275
1782403330.548674,1,1,moving,unknown,right,far,1,75.1,433 187 485 280
1782403330.650115,1,1,moving,unknown,right,far,1,72.3,428 187 476 277
1782403330.751029,1,1,moving,unknown,right,far,1,74.9,422 186 466 310
1782403330.846879,1,1,moving,unknown,right,far,1,74.7,419 185 462 308
1782403330.947559,1,1,moving,stand,right,far,1,73.8,410 186 457 301
1782403331.043877,1,1,moving,unknown,right,far,1,70.1,406 186 453 300
1782403331.140702,1,1,moving,stand,center,far,1,65.4,402 186 448 301
1782403331.238398,1,1,moving,stand,center,far,1,61.0,400 187 442 299
1782403331.370857,1,1,moving,unknown,center,far,1,55.9,398 187 436 296
1782403331.470680,1,1,moving,unknown,center,mid,1,60.5,387 186 428 368
1782403331.566612,1,1,moving,stand,center,mid,1,63.3,383 186 423 366
1782403331.670908,1,1,moving,stand,center,mid,1,64.3,380 186 418 366
1782403331.770758,2,1,moving,stand,center,mid,1,64.1,379 186 413 366
1782403331.877347,1,1,moving,unknown,center,far,1,55.4,372 187 410 288
1782403331.980774,1,1,moving,unknown,center,far,1,50.6,370 189 405 288
1782403332.079670,1,1,moving,unknown,center,far,1,48.6,369 190 400 286
1782403332.180987,1,1,moving,unknown,center,far,1,60.0,354 191 395 286
1782403332.284283,0,0,empty,na,na,na,0,0.0,
1782403332.376536,0,0,empty,na,na,na,0,0.0,
1782403332.465647,1,1,still,unknown,center,far,0,0.0,325 193 372 286
1782403332.566739,0,0,empty,na,na,na,0,0.0,
1782403332.660764,1,1,still,unknown,center,far,0,0.0,315 192 370 285
1782403332.764634,0,0,empty,na,na,na,0,0.0,
1782403332.852968,0,0,empty,na,na,na,0,0.0,
1782403332.945505,0,0,empty,na,na,na,0,0.0,
1782403333.038916,0,0,empty,na,na,na,0,0.0,
1782403333.136588,0,0,empty,na,na,na,0,0.0,
1782403333.231552,0,0,empty,na,na,na,0,0.0,
1782403333.322885,0,0,empty,na,na,na,0,0.0,
1782403333.415814,0,0,empty,na,na,na,0,0.0,
1782403333.507576,0,0,empty,na,na,na,0,0.0,
1782403333.604684,0,0,empty,na,na,na,0,0.0,
1782403333.691853,1,1,still,unknown,center,far,0,0.0,254 194 310 288
1782403333.803658,1,1,still,unknown,center,far,0,6.8,257 193 305 288
1782403333.913574,1,1,still,unknown,center,far,0,24.7,242 192 303 289
1782403334.017676,0,0,empty,na,na,na,0,0.0,
1782403334.119649,0,0,empty,na,na,na,0,0.0,
1782403334.217568,1,1,still,unknown,center,far,0,0.0,220 191 286 296
1782403334.330703,1,1,still,unknown,center,far,0,25.1,215 189 280 299
1782403334.443763,1,1,still,unknown,center,far,0,39.5,209 189 273 299
1782403334.552789,1,1,moving,unknown,center,far,1,48.0,204 188 265 291
1782403334.659713,1,1,moving,unknown,center,far,1,53.7,194 187 259 297
1782403334.758973,1,1,moving,unknown,center,far,1,58.5,190 186 248 310
1782403334.854402,1,1,moving,unknown,left,far,1,61.1,181 185 245 309
1782403334.960906,1,1,moving,unknown,left,far,1,60.9,176 185 240 311
1782403335.066735,1,1,moving,unknown,left,far,1,59.6,173 185 237 312
1782403335.169928,1,1,moving,unknown,left,far,1,57.4,168 187 234 310
1782403335.273606,1,1,moving,unknown,left,far,1,54.5,165 187 231 307
1782403335.379210,1,1,moving,unknown,left,far,1,51.3,158 187 228 307
1782403335.483819,1,1,moving,unknown,left,far,1,45.8,154 185 225 309
1782403335.595556,1,1,moving,unknown,left,far,1,41.3,149 184 221 310
1782403335.704480,1,1,still,unknown,left,far,0,37.6,147 184 219 311
1782403335.809876,1,1,still,unknown,left,far,0,39.6,145 184 214 278
1782403335.921696,1,1,still,unknown,left,far,0,39.6,142 184 210 280
1782403336.025645,2,1,still,stand,left,far,0,37.6,138 184 206 324
1782403336.140936,1,1,moving,stand,left,mid,1,43.1,130 184 204 363
1782403336.260029,1,1,moving,unknown,left,mid,1,46.2,123 184 204 366
1782403336.372732,2,1,moving,unknown,left,mid,1,47.7,117 183 201 368
1782403336.485188,2,1,moving,stand,left,mid,1,50.0,110 182 197 369
1782403336.599752,2,1,moving,stand,left,mid,1,60.6,107 181 188 373
1782403336.717222,1,1,moving,stand,left,mid,1,64.4,104 181 199 380
1782403336.818942,2,1,moving,stand,left,mid,1,54.0,101 182 194 375
1782403336.945567,1,1,moving,stand,left,mid,1,42.3,101 182 184 369
1782403337.061810,1,1,still,stand,left,mid,0,34.5,96 181 188 369
1782403337.161484,1,1,still,stand,left,mid,0,29.6,98 179 181 374
1782403337.276572,1,1,still,stand,left,mid,0,22.6,93 178 190 377
1782403337.390867,1,1,still,unknown,left,far,0,39.1,94 177 175 294
1782403337.494731,1,1,still,stand,left,mid,0,31.7,90 177 175 377
1782403337.603668,0,0,empty,na,na,na,0,0.0,
1782403337.705569,0,0,empty,na,na,na,0,0.0,
1782403337.799643,1,1,still,unknown,left,mid,0,0.0,74 179 203 369
1782403337.900954,1,1,still,unknown,left,mid,0,14.2,71 177 201 366
1782403338.011106,1,1,moving,unknown,left,far,1,105.7,63 175 154 315
1782403338.111538,1,1,moving,stand,left,far,1,128.8,54 174 149 314
1782403338.227952,1,1,moving,stand,left,mid,1,116.3,49 173 145 342
1782403338.336243,1,1,moving,stand,left,mid,1,107.8,41 172 139 333
1782403338.456046,1,1,moving,unknown,left,mid,1,98.1,36 173 135 327
1782403338.576543,0,0,empty,na,na,na,0,0.0,
1782403338.676461,2,1,still,unknown,left,mid,0,0.0,24 174 146 449
1782403338.777629,2,1,still,stand,left,mid,0,31.9,13 170 145 457
1782403338.895612,1,1,moving,stand,left,near,1,41.9,7 168 144 469
1782403339.017490,1,1,still,unknown,left,near,0,35.2,6 166 144 460
1782403339.134608,1,1,still,stand,left,near,0,33.7,2 165 139 465
1782403339.244890,1,1,still,stand,left,near,0,36.3,0 165 126 467
1782403339.384191,1,1,still,unknown,left,near,0,36.4,0 165 118 457
1782403339.499019,1,1,moving,unknown,left,near,1,41.6,0 165 95 480
1782403339.601089,1,1,moving,unknown,left,near,1,41.7,0 161 89 477
1782403339.702526,1,1,moving,unknown,left,near,1,42.0,0 159 83 476
1782403339.799828,1,1,moving,unknown,left,near,1,45.1,0 158 76 480
1782403339.899737,1,1,moving,unknown,left,near,1,45.7,0 157 70 480
1782403340.005212,1,1,moving,unknown,left,near,1,42.1,0 158 68 479
1782403340.102906,1,1,still,unknown,left,near,0,39.8,0 159 66 480
1782403340.202800,1,1,still,unknown,left,near,0,30.2,0 160 68 476
1782403340.301315,1,1,still,unknown,left,near,0,22.8,0 159 67 480
1782403340.396848,1,1,still,unknown,left,near,0,16.8,0 155 68 480
1782403340.502638,1,1,still,unknown,left,near,0,11.3,0 152 70 480
1782403340.609878,1,1,still,unknown,left,near,0,8.0,0 151 72 480
1782403340.708444,1,1,still,unknown,left,near,0,7.6,0 150 75 480
1782403340.805853,1,1,still,unknown,left,near,0,8.5,0 149 75 480
1782403340.901702,1,1,still,unknown,left,near,0,7.9,0 148 75 480
1782403340.999111,1,1,still,unknown,left,near,0,8.7,0 148 76 480
1782403341.099996,1,1,still,unknown,left,near,0,8.1,0 148 76 480
1782403341.196127,1,1,still,unknown,left,near,0,7.4,0 144 74 480
